,Id,User,Tweet,tr_tweet
124,125,mu_afi,"@aipsun Berarti psarnya emang masih ada ip, lo fokus di childfree dan perpelakoran aja yg mesti pasarnya juga terbilang banyak juga","@aipsun It means that there is still an IP market, you just focus on child-free and business, the market must also be fairly large too"
125,126,innamisme1,Yg kayak2 gini childfree cant relate😂,Yg kayak2 gini childfree cant relate😂
126,127,dharmawiguna,Tebak anaknya brp? Kaum childfree menangis melihat ini 😂,Guess how many children? Childfree people cry seeing this 😂
127,128,dharmawiguna,"@txtfromholy Apalagi dpt laki mokondo, pantesan byk yg mo childfree 😭😢","@txtfromholy Especially when you get a mokondo man, it's no wonder that many are childfree 😭😢"
128,129,DanangNugroho,"Ya bagus lah!

Lagian kenapa sih kalian (yg pro sustainable life) suka nyinyir ama yg pro childfree? Kan bagus klo mreka childfree, biar orang kek mreka habis di dunia 🤣","Yes, that's great!

Besides, why do you guys (those who are pro sustainable life) like to be sarcastic with those who are pro childfree? It's good if they're child-free, so that their grandparents end up in the world 🤣"
129,130,ingerous,Semoga dibaca ama geng childfree,Hopefully it will be read by the childfree gang
130,131,mangkuto78,"@NephiLaxmus Bagi kaum islam konservatif  ini harus dibiarkan ajalah, harus bersyukur karena yg banyak childfree ada kaum liberalis atau yg suka beda pendapat dengan mereka. Jadi otomatis kamu liberal itu Akan hilang sendiri. Perkuat aja basis konservatifnya.","@NephiLaxmus For conservative Muslims, they must be left alone, they must be grateful because there are liberals who are childfree or who like to have different opinions with them. So automatically you liberal will disappear by itself. Just strengthen its conservative base."
131,132,Restymeitania1,"@MitraGrap @AREAJULID Skrg lho 2023, kl blm siap punya anak terutama mental,psikologi &amp; pikiran, ada yg nmnya childfree.
Ini yg jd concern org"" yg pilih/ mengkampanyekan cf. Baby blues, child abuse, penelantaran anak, co-parenting dan banyk lg. Yg pnting ttg semuanya yaitu kesiapan, pick you decides.","@MitraGrap @AREAJULID Now it's 2023, if you're not ready to have children, especially mental, psychological &amp; mind, there is something called childfree.
This is what concerns people who choose/campaign cf. Baby blues, child abuse, child neglect, co-parenting and many more. What's important about everything is readiness, pick your decisions."
132,133,SonyAndrio,"Kepikiran, kontroversi childfree Gitasav ini adlh investasi doi utk masa depan.

Pas ketenarannya udh turun ntar, doi akan punya anak, namanya mencuat kembali. Walau byk yg hujat, tp pasti banyak juga yg bersimpati krn org suka character development 'orang jahat' jadi 'baik'.","When you think about it, the Gitasav childfree controversy is an investment for the future.

When his fame has gone down, he will have children, his name will reappear. Even though there are many who are blasphemous, surely there are also many who sympathize because people like character development from 'bad people' to 'good'."
133,134,MuhammadDeryan,@ficofachriza_ Jangan tunjukin ke orang yg mau childfree,@ficofachriza_ Don't show it to people who want to be childfree
134,135,inzhagi___,@Askrlfess Tapi kalo nikah kan bisa childfree,"@Askrlfess But if you get married, you can be childfree"
135,136,aavruz,"Untuk urusan pilihan personal, seperti tidak menikah, childfree, dsj. sangat semangat untuk ceramah hingga bawa ayat serta dalil.
Untuk masalah sosial, seperti kesejahteraan sosial, eksploitasi pekerja, dsj. pada gagu.","For matters of personal choice, such as not being married, childfree, etc. very excited to lecture to bring verses and arguments.
For social problems, such as social welfare, exploitation of workers, etc. in gagu."
136,137,hakimjayli,"Not only sex. Dua sejoli ini asyik jalankan mandat sunnatullah, demi lahirnya generasi baru, agar tak punah ditelan rantai makanan &amp; pencemaran lingkungan. Ribuan thn silam, leluhurnya diselamatkan Kapal #NabiNuh saat tsunami mematikan. So, mrk bukan penganut #childfree deh. Haha https://t.co/D8MHrbWM3i","Not only sex. These two lovebirds are engrossed in carrying out the sunnatullah mandate, for the sake of the birth of a new generation, so that they will not become extinct in the food chain &amp; environmental pollution. Thousands of years ago, his ancestors were saved by the #NabiNuh ship during a deadly tsunami. So, they are not followers of #childfree. Haha https://t.co/D8MHrbWM3i"
137,138,19ofMarch99,@tanyarlfes emang seharusnya childfree aja gak si kita semua ni,@tanyarlfes should all of us be childfree
138,139,medulaq,"Gitasav goblog kek baru ketauan pas kampanye childfree, yg ngira da bitch pinter aja yg kagak jelas. 🐶","Gitasav is an idiot like he just found out during the childfree campaign, who thought he was a smart bitch who wasn't clear. 🐶"
139,140,elfahmioz,@kayhziee kamu gak childfree kan?,@kayhziee you're not childfree right?
140,141,YGels,"@jihanchita @bitchimanangel_ @Pilzky @tanyarlfes Balik lg ke akadnya, ibunya sender bilang minjem duit. Itu ibunya klo mau nagih air susu berarti air susunya dianggap pinjaman? Hiii mending childfree emak2 kayak gini","@jihanchita @bitchimanangel_ @Pilzky @tanyarlfes Back to the contract, the sender's mother said borrow money. That's the mother, if you want to collect milk, does that mean the milk is considered a loan? Hiii, it's better to be child-free, mothers like this"
141,142,havimon,Emang sesungguhnya orang2 yang anti childfree itu sedang projecting their issues. Sepertihalnya celotehanku ke tukin kemensultan 🤣,"Indeed, people who are anti-childfree are projecting their issues. Just like my chatter to the sultanate tukin 🤣"
142,143,Zulkifliannas10,@Askrlfess Papamu harusnya memilih ChildFree dan kamu lahir di tempat yg lebih layak,@Askrlfess Your father should have chosen ChildFree and you were born in a more worthy place
143,144,baksoitok_,Bapake: Asuuuuu ngertio childfree waé,Father: Asuuuuu you know childfree
144,145,DiegoKamandanu,@ryuhasan Era blum muncul Childfree 😁❤,@ryuhasan Era hasn't appeared yet Childfree 😁❤
145,146,AffiAssegaf,I can’t think of a more effective childfree campaign than this video. *shudders*,I can’t think of a more effective childfree campaign than this video. *shudders*
146,147,NathPribady,Gimana orang2 ga childfree kalau kelakuan manusianya begini 😂,How can people not be childfree if human behavior is like this 😂
147,148,Reyneraea,"Lah padahal dia sendiri, ngatur orang lain, nggak boleh childfree, harus didik anak biar jadi kek malaikat 😂😂😂","Even though he himself manages other people, he can't be childfree, he has to teach his children to be like angels 😂😂😂"
148,149,Reyneraea,"Ada anak yang nakal banget sampai merugikan orang lain, abis dah ortunya dimaki netizen.

Giliran ada orang yang pro childfree, abis juga dimaki netizen.

Terus netizen dinasihati ortunya, minta bala bantuan netizen lain untuk ngomong,
""JANGAN IKUT CAMPUR DI HIDUPKU!""","There are children who are so naughty that they harm other people, after which their parents are cursed by netizens.

It's the turn of someone who is pro childfree, after which netizens also curse.

Then netizens were advised by their parents, asking for reinforcements from other netizens to say,
""DO NOT MEET IN MY LIFE!"""
149,150,vndrr_,Childfree ga bisa ngerasain senyum senyum dengar jawaban anak kaya gini,Childfree can't feel the smile of a smile hearing a child's answer like this
150,151,AliMKarim4,@tanyakanrl Kenapa orang tuanya dulu gak milih childfree ya ... semoga yang tawuran mati semua,@tanyakanrl Why didn't their parents choose childfree before... I hope all those who fight die
151,152,visiting_jogja,"Bakso di sini childfree Gengs mindsetnya alias ga beranak! Es buahnya juga famous banget. Ada yang langganan juga di sini?

📍es buah PK
Jalan Pqkuningratan
💰15K

#visitingjogjakulineran #reelsinstagram #reelsvideo #reelsindonesia #reels #esbuahPK #kulinerjogja https://t.co/lRcJnMDpLB","The meatballs here are childfree, the mindset is, aka childless! The fruit ice is also very famous. Anyone subscribe here too?

📍PK fruit ice
Pqkuningratan Street
💰15K

#visitingjogjakulineran #reelsinstagram #reelsvideo #reelsindonesia #reels #esfruitPK #kulinerjogja https://t.co/lRcJnMDpLB"
152,153,AliMKarim4,"@kegblgnunfaedh Yang miskin dan tak bisa didik anak bikin anak mulu, yang harus childfree keknya yang kek gini lah","@kegblgnunfaedh Those who are poor and can't educate children have always had children, those who have to be childfree are like this"
153,154,Sukripsiii,"Info yang paham soal hukum? Menarik ya, pantes geng remaja berterbaran ngebacokin orang dimana-mana belakangan ini. Orang konsekuensinya aja gak seberat dampaknya. Harusnya orangtua pelaku dulu Childfree biar gak ngehasilin anak kek gitu.","Information that understands the law? It's interesting, no wonder gangs of teenagers have been running around hacking people everywhere lately. The consequences are not as severe as the impact. The perpetrator's parents should have been Childfree so they don't produce children like that."
154,155,kukuhprabs,Gumush 🥰 sedikit menggeser keyakinanku untuk punya keturunan dibanding childfree..,Gumush 🥰 slightly shifted my belief in having children compared to childfree..
155,156,NatasyaAlifSav,"punya trauma kaya gini, untung gaada pikiran buat childfree","have trauma like this, fortunately there are no thoughts for childfree"
156,157,amrizalsaragih,@Paltiwest @KemenkeuRI Kalo kerja di jabatan strategis emang baiknya childfree sajalaaahhhhhhh,"@Paltiwest @KemenkeuRI If you work in a strategic position, it's good to be child-free"
157,158,aden_suzerry,@dho10000 Alasan kuat Childfree,@dho10000 Alasan kuat Childfree
158,159,shezzlemynizzle,@Askrlfess anak2 kek setan skrg ak mo childfree,@Askrlfess anak2 kek setan skrg ak mo childfree
159,160,masekoID,@rdr_id Iya.. dahlah yg normal males nikah + childfree.. ditambahin lagi kaum yang bikin Tuhan murka..,@rdr_id Yes.. it's normal to be lazy to marry + childfree.. plus people who make God angry..
160,161,tarjosutoyo,"@medanfess_ Aku seorang ayah seorang suami, dan aku setuju childfree, kalo butuh persepsi ku ayuk bisa","@medanfess_ I'm a father and husband, and I agree childfree, if you need my perception, let's do it"
161,162,DurotulKhoriyah,"Yakin ni mw childfree? Yg ktanya bisa bikin awet muda?
Klo saya sih Lebih baik menua bersama pasangan dan penurus daripada merasa awet muda yg hanya perasaanmu sajaaaa wkwkwk🤪🤣🤣🤣 https://t.co/iTH65s53EP","Are you sure you're childfree? What you said can make you stay young?
For me, it's better to grow old with a partner and caretaker than to feel eternally young, which is only your feeling wkwkwk🤪🤣🤣🤣 https://t.co/iTH65s53EP"
162,163,zulfalova,"skrang klo ada kenalan yg nikah mau doain ""smga lekas diberi momongan"" jd mikir mikir. gmna klo dia trnyata milih childfree 🤔","Now, if there are acquaintances who are getting married, they want to pray ""hopefully they will have a baby soon"" so I think about it. what if he actually chooses childfree 🤔"
163,164,ajieanindito,"Meanwhile, netijen Indonesia masih ribut soal childfree. Seakan hidup dan pilihan orang lain mempengaruhi kehidupan mereka. Just look at this! Adopting baby is our future.","Meanwhile, Indonesian netizens are still fussing about childfree. It's as if other people's lives and choices affect their lives. Just look at this! Adopting baby is our future."
164,165,virgoszx,TAPI KALO KAMU MAU MEWAH JUGA GAPAPA NANTI KITA SEWA GBK KALO MAU RAME TERUS CATERINGNYA APA AJA YANG KAMU MAU TAPI AKU MINTA ADA BAKSO AFUNG YA 🥹 TERUS HONEYMOON 5 BULAN SOALNYA AKU NGGA BISA PISAH DARI AKAASHI TERUS KITA CHILDFREE AJA TAPI KALO MAU ANAK 10 JUGA AKU SANGGUP,BUT IF YOU WANT LUXURY THAT'S WELL WELL LATER WE'LL RENT THE GBK IF YOU WANT TO CATERING WHAT YOU WANT BUT I ASK THERE ARE BAKSO AFUNG YES 🥹 CONTINUE HONEYMOON 5 MONTHS THE QUESTION IS I CAN'T SEPARATE FROM AKAASHI CONTINUED ONLY WE ARE CHILDFREE BUT IF YOU WANT 10 CHILDREN ALSO I CAN
165,166,jazuli_a15,@abcmultivitamin @black_ravioliii Selama tidak childfree ...cuaaks 🤣🤣,@abcmultivitamin @black_raviolii As long as it's not childfree... cuaaks 🤣🤣
166,167,tettyseptiyani,"Nares dan Bian adalah pasangan suami istri yang tak percaya dengan keberadaan Tuhan. Selain itu mereka juga penganut paham childfree. Meski begitu, kehidupan rumah tangga keduanya selalu harmonis.

Cerita ini 21+ #wattpad
#Novel 
https://t.co/0SYPwsbQan

👆🏻👆🏻👆🏻 https://t.co/QD30hpdjlQ","Nares and Bian are a married couple who do not believe in the existence of God. In addition, they are also adherents of childfreeism. Even so, their domestic life is always harmonious.

This story is 21+ #wattpad
#Novel
https://t.co/0SYPwsbQan

👆🏻👆🏻👆🏻 https://t.co/QD30hpdjlQ"
167,168,finallyvalen,"@arungbudoyo Kaga childfree juga sat. 
Menunda aja.","@arungbudoyo Kaga childfree too sat.
Don't delay."
168,169,Cindylstari,@Rizaaarr Makane kalo kata inpluencer childfree og. 🥹🫠,@Rizaaarr Makane is a childfree and. 🥹🫠
169,170,FahrianHaqi,"Dilematis antar childfree dan pembacokan, dua-duanya sama-sama mengurangi populasi manusia yang semakin memenuhi setiap jimpit garis-garis jalan berklakson riang; salah satu cara untuk merendahkan suhu siang di kota-kota tanpa harus kebanjiran di pinggiran -pinggirannya","The dilemma between childfree and stagnation, both of which reduce the human population which increasingly fills every pinch of the road lines honking cheerfully; one way to lower daytime temperatures in cities without flooding their suburbs"
